datetime_utc,wind_speed_mph,wind_speed_100m_mph,wind_direction,wind_gust_mph,humidity,dhi_wm2,dni_wm2,diff_hi_wm2,cloud_cover_pct
2026-03-18 00:00:00+00:00,10.02928870292887,6.2217573221757325,153.05962343096235,,37.35773012552301,-9999.0,,,53.07949790794979
2026-03-18 01:00:00+00:00,9.647489539748953,7.117154811715481,150.8786610878661,,43.146217573221755,-9999.0,,,49.01359832635983
2026-03-18 02:00:00+00:00,9.854602510460252,7.7092050209205025,151.72071129707112,,46.79615481171548,-9999.0,,,44.44979079497908
2026-03-18 03:00:00+00:00,9.919456066945607,7.96234309623431,155.48640167364016,,49.88351987447698,-9999.0,,,35.38598326359833
2026-03-18 04:00:00+00:00,9.939330543933055,8.030334728033473,160.22489539748955,,52.87047071129707,-9999.0,,,29.381799163179917
2026-03-18 05:00:00+00:00,9.820083682008368,7.97907949790795,164.52405857740587,,55.655150627615065,-9999.0,,,22.34623430962343
2026-03-18 06:00:00+00:00,9.673640167364017,7.835774058577406,168.73430962343096,,58.30651150627615,-9999.0,,,17.561715481171547
2026-03-18 07:00:00+00:00,9.403765690376568,7.620292887029288,173.1276150627615,,60.94074058577406,-9999.0,,,11.907949790794978
2026-03-18 08:00:00+00:00,9.074267782426778,7.379707112970712,176.38598326359832,,63.4375460251046,-9999.0,,,8.186192468619247
2026-03-18 09:00:00+00:00,8.751046025104603,7.129707112970712,178.0020920502092,,65.70275732217574,-9999.0,,,6.5282426778242675
2026-03-18 10:00:00+00:00,8.484309623430962,6.883891213389122,182.7405857740586,,67.66213075313807,-9999.0,,,5.371338912133891
2026-03-18 11:00:00+00:00,8.23326359832636,6.676778242677824,185.44456066945608,,69.20986610878661,-9999.0,,,6.134937238493724
2026-03-18 12:00:00+00:00,7.924686192468619,6.449790794979079,189.78556485355648,,70.59495606694561,-9999.0,,,8.149581589958158
2026-03-18 13:00:00+00:00,7.653765690376569,6.207112970711297,190.69560669456067,,71.34698430962344,-9999.0,,,9.706066945606695
2026-03-18 14:00:00+00:00,8.32949790794979,5.5031380753138075,194.44037656903765,,64.00078033472803,-9999.0,,,10.259414225941423
2026-03-18 15:00:00+00:00,9.815899581589958,5.428870292887029,200.26673640167365,,54.11656171548117,-9999.0,,,9.063807531380753
2026-03-18 16:00:00+00:00,9.866108786610878,5.214435146443515,200.52301255230125,,46.404672594142255,-9999.0,,,5.376569037656904
2026-03-18 17:00:00+00:00,9.657949790794978,4.96652719665272,198.85983263598325,,40.2655910041841,-9999.0,,,4.628661087866109
2026-03-18 18:00:00+00:00,9.455020920502092,4.76673640167364,195.01046025104603,,35.5190449790795,-9999.0,,,3.7656903765690375
2026-03-18 19:00:00+00:00,9.502092050209205,4.72489539748954,189.3253138075314,,32.06068096234309,-9999.0,,,2.6464435146443517
2026-03-18 20:00:00+00:00,9.723849372384937,4.810669456066946,185.81589958158995,,29.845238493723848,-9999.0,,,1.141213389121339
2026-03-18 21:00:00+00:00,10.03765690376569,4.9843096234309625,183.10669456066947,,28.708449790794976,-9999.0,,,0.5449790794979079
2026-03-18 22:00:00+00:00,10.364016736401673,5.2552301255230125,180.72698744769875,,28.645694560669455,-9999.0,,,0.5596234309623431
2026-03-18 23:00:00+00:00,10.457112970711297,5.5366108786610875,175.842050209205,,30.558756276150625,-9999.0,,,0.6359832635983264
2026-03-19 00:00:00+00:00,9.921548117154812,6.235355648535565,167.69874476987448,,36.221547071129706,-9999.0,,,1.2165271966527196
2026-03-19 01:00:00+00:00,9.984309623430962,7.4801255230125525,162.78765690376568,,42.07335251046025,-9999.0,,,2.089958158995816
2026-03-19 02:00:00+00:00,10.327405857740585,8.32531380753138,163.93305439330544,,46.00526987447699,-9999.0,,,3.2248953974895396
2026-03-19 03:00:00+00:00,10.702928870292887,8.656903765690377,168.31066945606693,,49.25278661087866,-9999.0,,,5.53347280334728
2026-03-19 04:00:00+00:00,11.019874476987448,8.620292887029288,170.9989539748954,,52.31738912133891,-9999.0,,,7.549163179916318
2026-03-19 05:00:00+00:00,11.06276150627615,8.486401673640167,174.48744769874477,,54.91996234309623,-9999.0,,,7.430962343096234
2026-03-19 06:00:00+00:00,10.853556485355648,8.302301255230125,178.8336820083682,,57.389460251046025,-9999.0,,,4.185146443514644
2026-03-19 07:00:00+00:00,10.55857740585774,8.114016736401673,184.19456066945608,,59.48298430962343,-9999.0,,,4.0115062761506275
2026-03-19 08:00:00+00:00,10.147489539748953,7.845188284518828,190.0732217573222,,61.154642259414224,-9999.0,,,2.471757322175732
