datetime_utc,wind_speed_mph,wind_speed_100m_mph,wind_direction,wind_gust_mph,humidity,dhi_wm2,dni_wm2,diff_hi_wm2,cloud_cover_pct
2026-03-18 00:00:00+00:00,5.344961240310077,4.8604651162790695,149.41860465116278,,76.24634496124031,-9999.0,,,71.36046511627907
2026-03-18 01:00:00+00:00,5.976744186046512,5.135658914728682,152.18992248062017,,76.7979031007752,-9999.0,,,73.31007751937985
2026-03-18 02:00:00+00:00,6.329457364341085,5.4186046511627906,155.15503875968992,,76.55475581395349,-9999.0,,,82.07751937984496
2026-03-18 03:00:00+00:00,6.8062015503875966,5.666666666666667,160.44573643410854,,75.55926744186047,-9999.0,,,88.55426356589147
2026-03-18 04:00:00+00:00,7.0813953488372094,5.771317829457364,164.45736434108528,,75.37921317829458,-9999.0,,,93.65116279069767
2026-03-18 05:00:00+00:00,7.496124031007752,6.01937984496124,167.2674418604651,,75.20282558139536,-9999.0,,,92.92635658914729
2026-03-18 06:00:00+00:00,7.562015503875969,6.0310077519379846,168.87596899224806,,75.6447015503876,-9999.0,,,91.32170542635659
2026-03-18 07:00:00+00:00,7.5852713178294575,6.042635658914729,170.27131782945736,,76.68689534883721,-9999.0,,,91.7984496124031
2026-03-18 08:00:00+00:00,7.608527131782946,6.007751937984496,169.41860465116278,,78.00448449612402,-9999.0,,,93.39922480620154
2026-03-18 09:00:00+00:00,7.662790697674419,6.096899224806202,168.48837209302326,,78.53191085271318,-9999.0,,,93.10077519379846
2026-03-18 10:00:00+00:00,7.6395348837209305,6.104651162790698,168.72093023255815,,79.40053488372092,-9999.0,,,91.95736434108527
2026-03-18 11:00:00+00:00,7.604651162790698,6.0852713178294575,169.39922480620154,,80.132507751938,-9999.0,,,90.69767441860465
2026-03-18 12:00:00+00:00,7.8604651162790695,6.1395348837209305,172.34496124031008,,79.35356589147287,-9999.0,,,89.41472868217055
2026-03-18 13:00:00+00:00,9.093023255813954,6.461240310077519,182.46124031007753,,76.9400503875969,-9999.0,,,91.64728682170542
2026-03-18 14:00:00+00:00,10.0968992248062,6.833333333333333,190.42635658914728,,76.69553488372094,-9999.0,,,91.19767441860465
2026-03-18 15:00:00+00:00,10.372093023255815,6.9728682170542635,195.83333333333334,,77.47298062015503,-9999.0,,,91.03875968992249
